"Building IRN","Building Name","District IRN","District Name","County","Region","Street address","City and Zip code","Phone #","Principal","Grade Span","Open/Closed Status (as of 9/1/2014)","School Type","Number of Standards Met","Number of Standards Possible","Percent of Standards Met","Letter Grade of Standards Met","Performance Index Score 2013-14","Performance Index Percent 2013-14","Letter Grade of Performance Index","Letter Grade of Overall Value-Added","Letter Grade of Gifted Value-Added","Letter Grade of Disabled Value-Added","Letter Grade of Lowest 20% Value-Added","Letter Grade of AMO","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","Letter Grade of 4-Year Graduate Rate 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Letter Grade of 5-Year Graduate Rate 2012","Enrollment","Read 3rd Grade 2013-14 % at or above Proficient","Read 3rd Grade 2012-13 % at or above Proficient","Read 3rd Grade 2011-12 % at or above Proficient","Math 3rd Grade 2013-14 % at or above Proficient","Math 3rd Grade 2012-13 % at or above Proficient","Math 3rd Grade 2011-12 % at or above Proficient","Read 4th Grade 2013-14 % at or above Proficient","Read 4th Grade 2012-13 % at or above Proficient","Read 4th Grade 2011-12 % at or above Proficient","Math 4th Grade 2013-14 % at or above Proficient","Math 4th Grade 2012-13 % at or above Proficient","Math 4th Grade 2011-12 % at or above Proficient","Read 5th Grade 2013-14 % at or above Proficient","Read 5th Grade 2012-13 % at or above Proficient","Read 5th Grade 2011-12 % at or above Proficient","Math 5th Grade 2013-14 % at or above Proficient","Math 5th Grade 2012-13 % at or above Proficient","Math 5th Grade 2011-12 % at or above Proficient","Science 5th Grade 2013-14 % at or above Proficient","Science 5th Grade 2012-13 % at or above Proficient","Science 5th Grade 2011-12 % at or above Proficient","Read 6th Grade 2013-14 % at or above Proficient","Read 6th Grade 2012-13 % at or above Proficient","Read 6th Grade 2011-12 % at or above Proficient","Math 6th Grade 2013-14 % at or above Proficient","Math 6th Grade 2012-13 % at or above Proficient","Math 6th Grade 2011-12 % at or above Proficient","Read 7th Grade 2013-14 % at or above Proficient","Read 7th Grade 2012-13 % at or above Proficient","Read 7th Grade 2011-12 % at or above Proficient","Math 7th Grade 2013-14 % at or above Proficient","Math 7th Grade 2012-13 % at or above Proficient","Math 7th Grade 2011-12 % at or above Proficient","Read 8th Grade 2013-14 % at or above Proficient","Read 8th Grade 2012-13 % at or above Proficient","Read 8th Grade 2011-12 % at or above Proficient","Math 8th Grade 2013-14 % at or above Proficient","Math 8th Grade 2012-13 % at or above Proficient","Math 8th Grade 2011-12 % at or above Proficient","Science 8th Grade 2013-14 % at or above Proficient","Science 8th Grade 2012-13 % at or above Proficient","Science 8th Grade 2011-12 % at or above Proficient","Read OGT 2013-14 % at or above Proficient","Read OGT 2012-13 % at or above Proficient","Read OGT 2011-12 % at or above Proficient","Math OGT 2013-14 % at or above Proficient","Math OGT 2012-13 % at or above Proficient","Math OGT 2011-12 % at or above Proficient","Write OGT 2013-14 % at or above Proficient","Write OGT 2012-13 % at or above Proficient","Write OGT 2011-12 % at or above Proficient","Social Studies OGT 2013-14 % at or above Proficient","Social Studies OGT 2012-13 % at or above Proficient","Social Studies OGT 2011-12 % at or above Proficient","Science OGT 2013-14 % at or above Proficient","Science OGT 2012-13 % at or above Proficient","Science OGT 2011-12 % at or above Proficient","Read 11th Grade 2013-14 % at or above Proficient","Read 11th Grade 2012-13 % at or above Proficient","Read 11th Grade 2011-12 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2012-13 % at or above Proficient","Math 11th Grade 2011-12 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2012-13 % at or above Proficient","Write 11th Grade 2011-12 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2012-13 % at or above Proficient","Social Studies 11th Grade 2011-12 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2012-13 % at or above Proficient","Science 11th Grade 2011-12 % at or above Proficient","Attendance 2013-14","Attendance 2012-13","Attendance 2011-12","Performance Index Score 2012-13","Performance Index Score 2011-12","Four-Year Graduation Rate Numerator 2013","Four-Year Graduation Rate Denominator 2013","Five-Year Graduation Numerator 2012","Five-Year Graduation Denominator 2012","% Graduates Participating in ACT 2012-13","Number of ACT Remediation Free in 2012-13","% of ACT Remediation Free in 2012-13","% Graduates Participating in SAT 2012-13","Number of SAT Remediation Free in 2012-13","% of SAT Remediation Free in 2012-13","% Graduates with Honors Diploma in 2012-13","Number of Graduates Participating in an AP Test 2012-13","% AP Test Takers with an AP score of 3 or above 2012-13","% Students with an Industry Credential 2012-13","% Students with At Least 3 Dual Enrollment Credits 2012-13"
"000396","Mansfield Elective Academy","044297","Mansfield City","Richland","Region 7","445 Bowman St","Mansfield, OH   44903-1201","(567) 247-4475","","K-9","Open","Community School Conversion","0.0","0.0","NR","NR","54.706","45.6","F","D","NR","NR","C","NR","--","NR","--","NR","36","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","83.8","90.7","91.9","57.813","46.410000000000004","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000417","Buckeye On-Line School for Success","000417","Buckeye On-Line School for Success","Columbiana","Region 9","119 E Fifth St","East Liverpool, OH   43920-3030","(330) 385-1987","","K-12","Open","Community School Startup","7.0","24.0","29.2","F","85.160","71.0","C","F","NR","D","C","F","45.0","F","51.6","F","1119","67.6","88.5","70.0","56.8","50.0","46.7","88.9","83.9","73.8","51.9","32.3","47.6","44.2","63.3","55.4","23.3","24.5","35.1","37.2","40.8","52.1","74.5","80.8","77.8","36.5","43.8","50.7","77.9","67.1","73.5","43.0","43.8","51.5","75.8","82.0","78.6","53.8","53.0","56.1","51.6","54.0","57.1","87.7","87.2","84.7","68.8","76.2","71.6","85.2","76.2","78.1","72.1","70.3","70.2","69.5","73.3","65.0","94.0","91.8","96.9","82.8","86.8","88.5","92.5","90.6","93.2","88.7","84.8","89.5","85.8","83.5","86.4","85.0","83.4","93.8","85.31400000000001","84.79100000000001","136","302","163","316","11.9","6","2.0","4.0","6","2.0","0.0","0","0.0","0.0","0.0"
"000420","Columbus Bilingual Academy","000420","Columbus Bilingual Academy","Franklin","Region 11","35 Midland Ave","Columbus, OH   43223-1064","(614) 324-1492","Donray Bennett","K-8","Open","Community School Startup","0.0","7.0","0.0","F","79.604","66.3","D","C","NR","NR","B","F","--","NR","--","NR","121","55.0","83.3","60.0","60.0","75.0","80.0","63.6","81.8","81.8","63.6","63.6","81.8","46.2","45.5","--","53.8","45.5","--","38.5","45.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.9","--","--","81.8","--","--","54.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","93.7","93.2","85.57000000000001","88.036","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000509","Whitehall Preparatory and Fitness Academy","000509","Whitehall Preparatory and Fitness Academy","Franklin","Region 11","3474 E Livingston Ave","Columbus, OH   43227-2279","(614) 324-4585","Ryan W. Young","K-8","Open","Community School Startup","1.0","14.0","7.1","F","75.391","62.8","D","F","NR","F","F","F","--","NR","--","NR","266","61.1","60.6","82.9","72.2","62.5","85.4","62.1","84.8","70.6","48.3","57.6","64.7","41.9","42.3","70.0","41.9","23.1","73.3","38.7","26.9","60.0","42.3","76.9","75.0","23.1","42.3","46.4","64.7","70.6","57.9","35.3","47.1","31.6","91.7","75.0","71.4","50.0","50.0","64.3","25.0","50.0","35.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","96.0","96.4","95.2","78.57600000000001","87.739","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000510","Springfield Preparatory and Fitness Academy","000510","Springfield Preparatory and Fitness Academy","Clark","Region 10","1615 Selma Rd","Springfield, OH   45505-4245","(937) 323-6250","Darren T. Fansler","K-8","Open","Community School Startup","8.0","14.0","57.1","D","95.495","79.6","C","F","NR","F","NR","A","--","NR","--","NR","171","100.0","88.2","85.7","88.9","88.2","90.5","100.0","85.0","81.0","85.7","55.0","66.7","75.0","45.0","86.7","68.8","40.0","66.7","68.8","40.0","53.3","81.3","73.3","90.0","87.5","80.0","85.0","71.4","61.5","66.7","50.0","53.8","83.3","90.0","75.0","57.1","80.0","75.0","71.4","60.0","33.3","28.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","93.6","94.4","84.425","94.128","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000511","Northland Preparatory and Fitness Academy","000511","Northland Preparatory and Fitness Academy","Franklin","Region 11","1875 Morse Rd","Columbus, OH   43229-6603","(614) 318-0600","Ashley N. Graver","K-8","Open","Community School Startup","2.0","14.0","14.3","F","85.242","71.0","C","B","NR","C","A","F","--","NR","--","NR","275","70.6","53.1","63.3","70.6","46.9","73.3","80.0","72.7","66.7","56.0","68.2","50.0","64.3","45.5","56.5","46.4","36.4","39.1","53.6","50.0","56.5","77.8","68.2","90.0","63.0","63.6","70.0","62.5","61.5","66.7","25.0","38.5","38.9","85.7","80.0","83.3","78.6","60.0","83.3","42.9","60.0","75.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","96.2","97.3","94.8","80.03500000000001","84.02","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000534","Constellation Schools: Puritas Community Middle","000534","Constellation Schools: Puritas Community Middle","Cuyahoga","Region 3","5730 Broadview Rd","Parma, OH   44134-1602","(216) 688-0680","Margaret M. Colwell","5-9","Open","Community School Startup","4.0","10.0","40.0","F","90.379","75.3","C","C","NR","B","C","F","--","NR","--","NR","135","--","--","--","--","--","--","--","--","--","--","--","--","69.0","63.2","73.7","66.7","63.2","63.2","66.7","63.2","81.6","83.8","83.8","93.3","70.3","91.9","66.7","82.4","91.7","69.2","61.8","70.8","53.8","84.0","83.3","60.0","80.0","72.2","64.0","60.0","66.7","60.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.4","94.3","94.9","91.221","88.104","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000541","Constellation Schools: Outreach Academy for Students with Di","000541","Constellation Schools: Outreach Academy for Students with Di","Cuyahoga","Region 3","3727 Bosworth Rd","Cleveland, OH   44111-6037","(216) 688-1900","Mary Wideman","K-12","Open","Community School Startup","0.0","0.0","NR","NR","45.610","38.0","F","NR","NR","NR","NR","NR","--","NR","--","NR","36","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","9.1","--","--","63.6","--","--","9.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","100.0","--","--","90.0","--","--","100.0","--","--","100.0","--","--","100.0","95.7","95.7","97.8","69.459","116.95700000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000543","Pinnacle Academy","000543","Pinnacle Academy","Cuyahoga","Region 3","860 E 222nd St","Euclid, OH   44123-3317","(216) 731-0127","Jennifer M. Littlefield","K-8","Open","Community School Startup","2.0","14.0","14.3","F","86.144","71.8","C","A","NR","A","A","F","--","NR","--","NR","669","74.6","76.7","74.0","74.6","80.8","75.3","74.0","84.6","50.0","68.8","67.9","50.0","54.9","47.7","40.8","62.0","29.2","47.9","46.5","47.7","36.6","67.6","45.6","65.8","52.1","50.0","55.4","57.3","71.0","58.3","50.7","60.9","40.3","83.1","71.4","74.0","84.6","55.6","74.0","46.2","20.6","51.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","94.4","95.3","81.51","79.931","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000546","Winterfield Venture Academy","000546","Winterfield Venture Academy","Lucas","Region 1","305 Wenz Rd","Toledo, OH   43615-6244","(419) 531-3285","Nathan W. Preston","K-8","Open","Community School Startup","1.0","14.0","7.1","F","81.795","68.2","D","A","NR","C","B","F","--","NR","--","NR","470","66.0","78.0","67.6","60.0","67.8","71.6","74.4","83.3","61.4","44.2","53.3","55.2","47.4","53.8","61.2","40.4","35.9","44.8","50.9","38.5","49.3","75.7","62.1","78.7","51.4","50.0","60.7","62.3","65.9","72.0","54.7","56.8","76.0","90.5","89.5","83.3","76.2","89.5","80.6","38.1","36.8","36.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","95.2","94.8","83.63600000000001","83.748","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000553","Columbus Humanities, Arts and Technology Academy","000553","Columbus Humanities, Arts and Technology Academy","Franklin","Region 11","1333 Morse Rd","Columbus, OH   43229-6322","(614) 261-1200","Latasha N. Morgan","K-12","Open","Community School Startup","2.0","14.0","14.3","F","80.492","67.1","D","A","NR","NR","C","F","--","NR","--","NR","341","59.5","80.0","58.3","48.6","68.0","58.3","75.0","64.0","70.0","43.8","48.0","55.0","36.4","44.4","63.6","50.0","33.3","31.8","27.3","--","31.8","69.6","55.0","39.1","65.2","80.0","39.1","58.3","84.6","38.9","45.8","61.5","33.3","95.5","64.7","85.7","81.8","47.1","71.4","54.5","29.4","42.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.2","93.7","93.0","79.815","77.55","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000556","A+ Arts Academy","000556","A+ Arts Academy","Franklin","Region 11","270 S Napoleon Ave","Columbus, OH   43213-4235","(614) 338-0767","David B. Fant","K-12","Open","Community School Startup","2.0","14.0","14.3","F","82.468","68.7","D","A","NR","D","C","F","--","NR","--","NR","364","72.2","54.2","92.3","69.4","87.5","80.8","69.2","92.6","96.2","80.8","74.1","96.2","42.9","61.9","59.3","32.1","45.5","70.4","28.6","68.2","63.0","52.9","56.1","79.5","52.9","36.6","66.7","66.0","72.5","72.0","64.0","62.5","44.0","83.3","76.7","76.9","76.7","53.3","79.5","46.7","43.3","51.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.6","93.1","93.6","84.381","92.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000557","Columbus Arts & Technology Academy","000557","Columbus Arts & Technology Academy","Franklin","Region 11","2255 Kimberly Pkwy E","Columbus, OH   43232-7210","(614) 577-0900","Derrick R. Shelton","K-12","Open","Community School Startup","5.0","14.0","35.7","F","88.881","74.1","C","A","NR","NR","A","F","--","NR","--","NR","468","75.0","87.2","82.4","59.1","87.2","79.4","84.2","93.3","79.5","73.7","73.3","56.4","57.9","44.4","71.4","47.4","62.2","37.1","42.1","33.3","57.1","88.6","81.1","85.7","70.5","54.1","69.0","88.2","85.4","55.9","61.8","73.2","54.5","94.6","80.0","71.4","83.8","76.0","76.2","51.4","36.0","61.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","94.6","93.3","87.64","86.62400000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000558","Columbus Preparatory Academy","000558","Columbus Preparatory Academy","Franklin","Region 11","3330 Chippewa St","Columbus, OH   43204-1653","(614) 275-3600","","K-12","Open","Community School Startup","14.0","14.0","100.0","A","114.935","95.8","A","A","NR","NR","NR","A","--","NR","--","NR","628","100.0","98.7","98.6","100.0","100.0","100.0","100.0","100.0","97.2","100.0","100.0","100.0","98.1","96.4","96.4","100.0","100.0","96.4","100.0","100.0","98.2","100.0","98.1","98.4","100.0","100.0","98.4","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","96.9","96.2","96.3","112.864","111.12400000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000559","Orion Academy","000559","Orion Academy","Hamilton","Region 13","1798 Queen City Ave","Cincinnati, OH   45214-1427","(513) 251-6000","Bryan C. Cannon","K-8","Open","Community School Startup","0.0","14.0","0.0","F","81.877","68.2","D","C","NR","C","C","F","--","NR","--","NR","529","78.0","72.3","74.4","75.6","80.7","81.7","73.8","91.5","60.9","72.1","64.8","52.2","46.2","29.0","48.4","46.2","45.2","53.1","44.6","27.4","37.5","62.0","63.8","82.3","50.0","71.0","82.3","65.2","70.2","50.0","47.8","66.0","58.8","70.7","71.4","59.1","65.9","52.4","59.1","34.1","33.3","36.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.3","96.3","95.9","83.739","83.56400000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000560","Apex Academy","000560","Apex Academy","Cuyahoga","Region 3","16005 Terrace Rd","Cleveland, OH   44112-2001","(216) 451-1725","MICHAEL BEAN","K-8","Open","Community School Startup","1.0","14.0","7.1","F","76.720","63.9","D","B","NR","C","A","F","--","NR","--","NR","551","44.3","54.1","68.1","47.5","55.7","80.9","47.1","76.0","72.5","39.7","50.0","56.9","45.8","50.9","56.1","35.4","31.6","29.8","37.5","38.6","56.1","67.3","62.5","64.8","51.9","32.1","55.6","66.0","64.7","59.6","42.6","54.9","57.4","88.5","73.8","93.8","76.9","68.3","70.8","36.5","48.8","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","94.9","95.8","77.572","83.394","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000564","Virtual Schoolhouse, Inc.","000564","Virtual Schoolhouse, Inc.","Cuyahoga","Region 3","736 Lakeview Rd","Cleveland, OH   44108-2608","(216) 541-2048","Michael H. Anderson","K-12","Open","Community School Startup","0.0","24.0","0.0","F","44.141","36.8","F","F","NR","D","F","F","29.4","F","43.5","F","303","30.8","43.8","27.3","15.4","31.3","27.3","35.0","50.0","40.0","17.6","12.5","20.0","30.8","11.1","16.7","7.7","11.8","0.0","--","11.8","11.1","14.3","20.0","29.4","10.0","13.3","22.2","23.8","20.8","25.0","14.3","8.7","20.0","46.2","22.7","48.0","11.5","9.1","28.0","3.8","4.5","16.0","65.5","44.1","45.9","31.0","14.3","37.8","43.5","24.2","31.6","32.0","17.6","25.0","18.5","24.2","30.3","45.2","44.4","55.2","24.1","33.3","51.7","34.4","32.1","44.8","20.7","25.9","27.6","31.0","22.2","37.9","90.5","89.4","88.4","50.349000000000004","59.705000000000005","20","68","30","69","1.5","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"000575","Hope Academy Northwest Campus","000575","Hope Academy Northwest Campus","Cuyahoga","Region 3","1441 W 116th St","Cleveland, OH   44102-2301","(216) 226-6800","Brian W. Willmott","K-12","Open","Community School Startup","0.0","14.0","0.0","F","77.692","64.7","D","F","NR","F","F","F","--","NR","--","NR","283","78.8","73.3","73.5","75.8","60.0","77.6","70.4","82.0","73.6","59.3","70.0","77.4","31.4","53.8","48.6","34.3","46.2","37.8","20.0","32.7","29.7","79.3","67.6","82.9","48.3","67.6","70.7","76.0","70.4","69.2","48.0","48.1","50.0","68.4","80.8","47.8","63.2","61.5","34.8","21.1","53.8","8.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.2","92.0","93.1","83.37","83.629","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000576","King Academy Community School","000576","King Academy Community School","Hamilton","Region 13","224 W Liberty St","Cincinnati, OH   45202-6990","(513) 421-7519","","K-8","Open","Community School Startup","3.0","5.0","60.0","D","92.137","76.8","C","A","NR","NR","NR","F","--","NR","--","NR","123","70.6","88.5","78.6","70.6","84.0","71.4","86.7","100.0","100.0","100.0","95.0","90.9","80.0","--","--","--","--","--","--","58.3","--","--","90.0","--","--","100.0","--","--","--","--","--","--","--","--","--","--","--","90.9","--","--","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","99.0","99.0","98.3","99.71300000000001","97.19","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000577","Emerson Academy","000577","Emerson Academy","Montgomery","Region 10","501 Hickory St","Dayton, OH   45410-1232","(937) 223-2889","Ronald B. Albino","K-8","Open","Community School Startup","3.0","14.0","21.4","F","87.192","72.7","C","A","NR","C","A","F","--","NR","--","NR","699","74.4","67.2","66.2","81.7","76.6","69.9","71.6","79.7","72.7","68.9","64.9","62.1","48.1","66.2","63.6","60.5","73.0","60.6","54.3","63.1","60.6","82.5","93.1","85.7","71.4","87.9","87.3","78.3","84.2","66.7","60.0","68.4","70.0","84.1","80.4","62.9","77.8","73.9","54.3","38.1","66.7","60.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","93.9","94.1","92.589","89.16300000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000585","FCI Academy","000585","FCI Academy","Franklin","Region 11","2177 Mock Rd","Columbus, OH   43219-1258","(614) 471-4527","Marsha O. Porter","K-12","Open","Community School Startup","6.0","24.0","25.0","F","71.796","59.8","D","F","NR","NR","C","F","6.7","F","69.2","F","374","66.7","60.0","84.0","57.6","73.3","84.0","42.9","94.7","89.2","53.6","89.5","100.0","59.1","65.7","43.5","13.6","74.3","30.4","13.6","31.4","8.7","48.0","61.5","50.0","24.0","57.7","57.7","65.5","38.2","53.3","17.9","23.5","53.3","61.8","82.6","66.7","29.4","65.2","61.3","12.5","43.5","33.3","88.2","57.9","47.8","94.1","68.4","56.5","76.5","57.9","47.8","64.7","73.7","50.0","52.9","78.9","39.1","100.0","70.6","82.1","100.0","88.2","100.0","100.0","82.4","100.0","95.2","76.5","71.4","81.0","94.1","57.1","89.3","93.0","95.0","82.50500000000001","80.5","2","30","18","26","53.3","--","--","3.3","--","--","0.0","0","0.0","0.0","0.0"
"000608","Summit Academy Transition High School-Cincinnati","000608","Summit Academy Transition High School-Cincinnati","Hamilton","Region 13","5800 Salvia Ave","Cincinnati, OH   45224-3029","(513) 541-4000","","8-12,UNG","Open","Community School Startup","1.0","10.0","10.0","F","81.333","67.8","D","NR","NR","NR","NR","NR","73.3","F","93.8","B","92","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","48.0","--","--","52.0","--","--","44.0","73.9","73.7","73.7","47.8","52.6","63.2","66.7","78.9","78.9","73.9","63.2","63.2","65.2","47.4","47.4","88.9","92.9","100.0","77.8","78.6","75.0","84.2","78.6","83.3","83.3","92.9","83.3","72.2","78.6","58.3","92.8","92.6","92.2","83.36800000000001","81.0","11","15","15","16","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"000609","Summit Academy Middle School - Lorain","000609","Summit Academy Middle School - Lorain","Lorain","Region 2","346 Illinois Ave","Lorain, OH   44052-2106","(440) 288-0448","","5-10,UNG","Open","Community School Startup","0.0","7.0","0.0","F","66.735","55.6","D","A","NR","C","C","F","--","NR","--","NR","88","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","40.6","38.5","52.0","21.9","26.9","16.0","60.0","21.7","38.1","30.0","26.1","23.8","50.0","53.8","36.8","39.1","34.6","31.6","29.2","42.3","21.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","87.7","88.2","87.5","67.38600000000001","64.295","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"000610","Summit Academy Middle School - Columbus","000610","Summit Academy Middle School - Columbus","Franklin","Region 11","2521 Fairwood Ave Ste 200","Columbus, OH   43207-2712","(614) 237-5497","","5-12,UNG","Open","Community School Startup","0.0","7.0","0.0","F","65.758","54.8","D","B","NR","C","B","F","--","NR","--","NR","74","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","37.5","35.7","45.5","37.5","21.4","27.3","50.0","16.7","52.6","20.0","25.0","26.3","50.0","55.0","20.0","20.0","25.0","33.3","25.0","25.0","13.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.4","95.5","92.9","64.464","64.286","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
