"Building IRN ","Building Name","District IRN","District Name","County","Region","School Type","Teachers Attendance Rate 2013-14","Average Years of Teacher Experience","Average Number of Full Time Teachers","Average Teacher Salary","Average Number of Full Time Teachers Who Have At Least a Bachelors","% of Teachers Who Have At Least a Bachelors","Average Number of Full Time Teachers Who Have At Least a Masters","% of Teachers Who Have At Least a Masters","% of Core Courses Taught by a Properly Certified Teacher","# of Core Courses Taught by a Properly Certified Teacher","Total # of Core Courses","% of Core Courses Taught by a Highly Qualified Teacher","# of Core Courses Taught by a Highly Qualified Teacher","% of Core Courses Taught by Teacher with a Temporary Certificate","# of Core Courses Taught by Teacher with a Temporary Certificate","Open/Closed Status (as of 9/1/2014)","Feeder IRN"
"000608","Summit Academy Transition High School-Cincinnati","000608","Summit Academy Transition High School-Cincinnati","Hamilton","Region 13","Community School Startup","100","4","23","36491","23","100.0","12","52.2","51.6","33.0","64.0","100.0","64.0","1.6","1.0","Open",""
"000609","Summit Academy Middle School - Lorain","000609","Summit Academy Middle School - Lorain","Lorain","Region 2","Community School Startup","99.3","4","22","37415","21","95.5","7","31.8","66.7","24.0","36.0","100.0","36.0","0","0.0","Open",""
"000610","Summit Academy Middle School - Columbus","000610","Summit Academy Middle School - Columbus","Franklin","Region 11","Community School Startup","0.0","4","21","36383","20","95.3","8","39.1","75","21.0","28.0","100.0","28.0","10.7","3.0","Open",""
"000612","Amelia Middle School","046359","West Clermont Local","Clermont","Region 13","Middle School","96.4","12","50","56940","50","100.0","38","76.9","100","191.0","191.0","100.0","191.0","0","0.0","Open","000604"
"000613","Heir Force Community School","000613","Heir Force Community School","Allen","Region 6","Community School Startup","100","1","20","30605","20","100.0","6","30.0","100","87.0","87.0","79.3","69.0","20.7","18.0","Open",""
"000614","Summit Academy Transition High School-Columbus","000614","Summit Academy Transition High School-Columbus","Franklin","Region 11","Community School Startup","100","2","22","36009","22","100.0","10","45.1","30","48.0","160.0","100.0","160.0","0","0.0","Open",""
"000616","Summit Academy Alternative LearnersWarren Middle & Secondary","000616","Summit Academy Alternative LearnersWarren Middle & Secondary","Trumbull","Region 5","Community School Startup","100","3","19","33974","19","100.0","6","31.6","58.7","27.0","46.0","100.0","46.0","0","0.0","Open",""
"000620","Amesville Elementary School","045914","Federal Hocking Local","Athens","Region 16","Elementary School","96.3","16","22","50221","18","81.8","11","50.0","100","88.0","88.0","100.0","88.0","0","0.0","Open","091389"
"000621","Summit Academy Transition High School Dayton","000621","Summit Academy Transition High School Dayton","Montgomery","Region 10","Community School Startup","0.0","4","27","36002","27","100.0","14","51.9","21.8","17.0","78.0","100.0","78.0","0","0.0","Open",""
"000623","Summit Academy-Youngstown","000623","Summit Academy-Youngstown","Mahoning","Region 5","Community School Startup","100","4","33","34322","33","100.0","6","18.2","59.7","43.0","72.0","100.0","72.0","0","0.0","Open",""
"000629","Summit Academy Community School - Painesville","000629","Summit Academy Community School - Painesville","Lake","Region 4","Community School Startup","97.9","4","24","33853","23","95.8","5","20.8","81.2","56.0","69.0","100.0","69.0","0","0.0","Open",""
"000633","Summit Academy Toledo Learning Center","000633","Summit Academy Toledo Learning Center","Lucas","Region 1","Community School Startup","100","3","42","34505","40","95.2","12","28.6","55.9","52.0","93.0","100.0","93.0","5.4","5.0","Open",""
"000634","Summit Academy Secondary School - Middletown","000634","Summit Academy Secondary School - Middletown","Butler","Region 13","Community School Startup","0.0","5","19","36077","19","100.0","5","26.3","79.2","38.0","48.0","100.0","48.0","0","0.0","Open",""
"000638","Amherst Elementary School","049858","Jackson Local","Stark","Region 9","Elementary School","97.3","9","28","50442","28","100.0","14","50.9","100","102.0","102.0","100.0","102.0","0","0.0","Open","067975"
"000640","Rittman Academy","000640","Rittman Academy","Wayne","Region 9","Dropout Recovery","99.9","24","3","12568","3","100.0","1","34.0","100.0","21.0","21.0","100.0","21.0","19.0","4.0","Open",""
"000653","Amity Elementary School","043851","Deer Park Community City","Hamilton","Region 13","Elementary School","96.7","15","17","62328","17","100.0","12","73.0","97","65.0","67.0","100.0","67.0","0","0.0","Open","008250"
"000663","Arlington Heights Academy","044230","Lockland Local","Hamilton","Region 13","Ungraded","98.5","11","10","35876","10","100.0","2","23.7","96.6","28.0","29.0","93.1","27.0","0","0.0","Open","******"
"000664","Life Skills Center of Columbus Southeast","000664","Life Skills Center of Columbus Southeast","Franklin","Region 11","Dropout Recovery","95.7","9","12","34859","12","100.0","2","12.2","96.7","58.0","60.0","100.0","60.0","20.0","12.0","Open",""
"000676","Frank Jacinto Elementary","044263","Lorain City","Lorain","Region 2","Elementary School","95.1","14","22","61430","22","99.5","16","74.0","100","59.0","59.0","100.0","59.0","0","0.0","Open","000840"
"000677","New Day Academy Boarding & Day School","000677","New Day Academy Boarding & Day School","Cuyahoga","Region 3","Community School Startup","100","3","16","35298","16","100.0","5","31.3","93.1","67.0","72.0","97.2","70.0","1.4","1.0","Open",""
"000679","Oakstone Community School","000679","Oakstone Community School","Franklin","Region 11","Community School Startup","97.8","3","26","16577","26","100.0","6","23.1","100","33.0","33.0","100.0","33.0","0","0.0","Open",""
"000687","Anderson High School","047340","Forest Hills Local","Hamilton","Region 13","High School","97.1","15","72","65966","72","100.0","58","80.2","100","371.0","371.0","97.6","362.0","0","0.0","Open","******"
"000699","Arcadia Middle School","047415","Arcadia Local","Hancock","Region 1","Middle School","97.9","14","3","56921","3","100.0","3","100.0","100","26.0","26.0","100.0","26.0","0","0.0","Open","000893"
"000701","Avon Heritage South Elementary School","048116","Avon Local","Lorain","Region 2","Elementary School","94.8","3","32","52443","32","100.0","16","50.0","98.8","240.0","243.0","100.0","243.0","0","0.0","Open","145748"
"000711","Pymatuning Valley Primary Elementary School","045880","Pymatuning Valley Local","Ashtabula","Region 5","Elementary School","89.5","14","26","49491","26","100.0","13","50.0","100","125.0","125.0","100.0","125.0","0","0.0","Open","064667"
"000725","Zenith Academy","000725","Zenith Academy","Franklin","Region 11","Community School Startup","98.4","2","24","32025","24","100.0","7","29.2","100","136.0","136.0","100.0","136.0","0","0.0","Open",""
"000729","Andrew J Rickoff","043786","Cleveland Municipal","Cuyahoga","Region 3","Elementary School","87","15","29","68861","29","100.0","21","72.4","96.5","219.0","227.0","84.1","191.0","0","0.0","Open","018382"
"000736","HBCU Preparatory School 1","000736","HBCU Preparatory School 1","Cuyahoga","Region 3","Community School Startup","97.2","1","3","33400","3","100.0","0","0.0","100","6.0","6.0","100.0","6.0","0","0.0","Open",""
"000737","Massillon Junior High School","044354","Massillon City","Stark","Region 9","Junior High School","94.7","16","38","65647","36","94.8","22","57.2","100","172.0","172.0","94.2","162.0","0","0.0","Open","039602"
"000738","HBCU Preparatory School 2","000738","HBCU Preparatory School 2","Cuyahoga","Region 3","Community School Startup","97.2","3","7","32692","7","100.0","2","30.8","100","9.0","9.0","100.0","9.0","0","0.0","Open",""
"000745","Anna Elementary School","049759","Anna Local","Shelby","Region 6","Elementary School","95.9","16","29","63768","29","100.0","26","89.5","100","152.0","152.0","100.0","152.0","0","0.0","Open","142331"
"000752","Anna High School","049759","Anna Local","Shelby","Region 6","High School","96.8","19","22","62413","22","100.0","16","74.0","99.1","115.0","116.0","100.0","116.0","0","0.0","Open","******"
"000760","Ansonia Elementary School","046623","Ansonia Local","Darke","Region 10","Elementary School","96.1","13","23","49150","22","95.7","17","73.0","100","104.0","104.0","100.0","104.0","0","0.0","Open","061572"
"000770","Maritime Academy of Toledo, The","000770","Maritime Academy of Toledo, The","Lucas","Region 1","Community School Startup","100","6","20","33530","20","100.0","3","15.4","97.8","44.0","45.0","97.8","44.0","0","0.0","Open",""
"000778","Ansonia High School","046623","Ansonia Local","Darke","Region 10","High School","95.6","18","22","52352","22","100.0","18","81.3","97.9","93.0","95.0","100.0","95.0","0","0.0","Open","******"
"000779","Educational Academy for Boys & Girls","123257","North Central Ohio ESC","Franklin","Region 11","Community School Conversion","87","1","5","32496","4","92.9","1","28.5","100","25.0","25.0","100.0","25.0","0","0.0","Open",""
"000780","Midnimo Cross Cultural Community School","123257","North Central Ohio ESC","Franklin","Region 11","Community School Conversion","76.5","2","6","32038","6","94.5","3","44.4","88.9","8.0","9.0","100.0","9.0","0","0.0","Open",""
"000781","Cincinnati Speech & Reading Intervention Center","000781","Cincinnati Speech & Reading Intervention Center","Hamilton","Region 13","Community School Startup","99.8","0","17","34354","17","100.0","0","0.0","100","41.0","41.0","90.2","37.0","0","0.0","Open",""
"000802","Anthony Wayne Elementary School","044008","Franklin City","Warren","Region 13","Elementary School","94.1","16","18","59973","18","100.0","12","66.7","100","95.0","95.0","100.0","95.0","0","0.0","Open","062331"
"000804","Horizon Science Academy-Cincinnati","000804","Horizon Science Academy-Cincinnati","Hamilton","Region 13","Community School Startup","96.6","4","36","32594","36","100.0","13","36.1","100","62.0","62.0","100.0","62.0","16.1","10.0","Open",""
"000808","Horizon Science Academy-Dayton","000808","Horizon Science Academy-Dayton","Montgomery","Region 10","Community School Startup","97.1","4","11","30820","11","100.0","5","45.5","100","20.0","20.0","100.0","20.0","0","0.0","Open",""
"000810","Anthony Wayne High School","048207","Anthony Wayne Local","Lucas","Region 1","High School","96.3","13","57","61904","57","100.0","41","71.7","100","550.0","550.0","96.0","528.0","0","0.0","Open","******"
"000813","Life Skills Center of Dayton","000813","Life Skills Center of Dayton","Montgomery","Region 10","Dropout Recovery","95.7","23","12","32493","12","100.0","7","57.6","100.0","44.0","44.0","97.7","43.0","0.0","0.0","Open",""
"000825","Horizon Science Academy-Springfield","000825","Horizon Science Academy-Springfield","Lucas","Region 1","Community School Startup","97.8","3","31","32263","31","100.0","8","25.8","98.2","56.0","57.0","100.0","57.0","3.5","2.0","Open",""
"000828","Anton Grdina","043786","Cleveland Municipal","Cuyahoga","Region 3","Elementary School","87.7","15","24","67689","24","100.0","19","79.2","99.1","116.0","117.0","96.6","113.0","0","0.0","Open","009555"
"000831","National Road","045179","Zanesville City","Muskingum","Region 12","Elementary School","94.6","15","26","49879","25","96.1","17","64.7","99.4","167.0","168.0","100.0","168.0","0","0.0","Open","032581"
"000836","Antwerp Local Elementary School","048991","Antwerp Local","Paulding","Region 1","Elementary School","96.2","14","21","48070","21","100.0","13","61.0","100","100.0","100.0","100.0","100.0","0","0.0","Open","152157"
"000838","Horizon Science Academy-Denison Middle School","000838","Horizon Science Academy-Denison Middle School","Cuyahoga","Region 3","Community School Startup","97.3","2","24","33148","24","100.0","3","12.5","100","43.0","43.0","100.0","43.0","2.3","1.0","Open",""
"000840","General Johnnie Wilson Middle School","044263","Lorain City","Lorain","Region 2","Middle School","95.4","15","31","64198","30","96.8","24","77.4","100","110.0","110.0","100.0","110.0","0","0.0","Open","008309"
"000841","Longfellow Middle School","044263","Lorain City","Lorain","Region 2","Middle School","93","14","35","61108","35","100.0","26","73.9","100","173.0","173.0","100.0","173.0","0","0.0","Open","008309"
"000843","Bennett Venture Academy","000843","Bennett Venture Academy","Lucas","Region 1","Community School Startup","100","5","35","35801","35","100.0","15","42.2","100","124.0","124.0","100.0","124.0","0","0.0","Open",""
"000844","Antwerp Local High School","048991","Antwerp Local","Paulding","Region 1","High School","97.8","12","19","44947","19","100.0","15","78.9","91","122.0","134.0","91.0","122.0","0","0.0","Open","******"
"000851","Apple Creek Elementary School","050583","Southeast Local","Wayne","Region 9","Elementary School","95.8","14","25","52773","25","100.0","16","64.7","100","135.0","135.0","100.0","135.0","0","0.0","Open","018440"
"000855","Stambaugh Charter Academy","000855","Stambaugh Charter Academy","Mahoning","Region 5","Community School Startup","100","5","27","35071","27","100.0","5","18.5","100","108.0","108.0","100.0","108.0","18.5","20.0","Open",""
"000858","Horizon Science Academy-Cleveland Middle School","000858","Horizon Science Academy-Cleveland Middle School","Cuyahoga","Region 3","Community School Startup","95.1","2","14","29114","14","100.0","3","21.4","90","18.0","20.0","100.0","20.0","5","1.0","Open",""
"000859","Canton Arts Academy @ Summit","043711","Canton City","Stark","Region 9","Elementary School","95.4","15","24","57858","22","92.9","15","63.4","100","113.0","113.0","100.0","113.0","0","0.0","Open","023846"
"000870","Grand Valley Elementary School","045864","Grand Valley Local","Ashtabula","Region 5","Elementary School","95.1","15","26","54743","26","100.0","20","76.9","100","96.0","96.0","100.0","96.0","0","0.0","Open","014084"
"000875","Westside Academy","000875","Westside Academy","Franklin","Region 11","Community School Startup","94.5","0","10","33036","10","100.0","5","50.0","100","44.0","44.0","100.0","44.0","9.1","4.0","Open",""
"000877","Applewood Elementary School","043661","Brunswick City","Medina","Region 8","Elementary School","97.1","11","27","57640","27","100.0","18","66.7","100","136.0","136.0","100.0","136.0","0","0.0","Open","010132"
"000878","Slate Ridge Elementary School","047001","Reynoldsburg City","Franklin","Region 11","Elementary School","97.5","11","24","60866","24","100.0","19","80.3","100","67.0","67.0","100.0","67.0","0","0.0","Open","031427"
